t,E_kin,E_mag,mz,Tnorm,Tz,mode_max,mode_amp,Jsq,Jmax
32.261,0.004151862540001525,0.00023344362564147229,-5.502335275234347e-5,5.85327654035751e-5,-4.57919180482178e-6,4,0.15521327348176184,0.005699225826414179,0.03803827617397398
32.507,0.004332012172073281,0.00023022594283696434,-5.483867231933831e-5,5.850726584830585e-5,-4.589485205069156e-6,4,0.15896654602973934,0.005557946390193169,0.037369026481722634
32.753,0.004215732205083042,0.0002270189625847184,-5.4646157580800884e-5,5.853760802006984e-5,-4.599023380784421e-6,4,0.16403529033370956,0.00542441520025398,0.036560472521548794
33.013,0.003844944140870471,0.00022351494070126023,-5.443161559395452e-5,5.8661652807722666e-5,-4.604838321080664e-6,4,0.17044137457530897,0.005292384600649577,0.03572780841326741
33.257,0.0035170772196463983,0.00022007842818833956,-5.422153543428314e-5,5.887196388569709e-5,-4.604391882141894e-6,4,0.17583715041677878,0.005175724968660034,0.03509145287544487
33.5,0.003346321429541767,0.00021648677455173,-5.400249326547354e-5,5.915867932683949e-5,-4.597806223936926e-6,4,0.1802967254367824,0.005063685675235131,0.03460070267732807
33.76,0.003241833759640601,0.00021254792329868327,-5.3758110510432994e-5,5.9510563092404875e-5,-4.584331494769408e-6,4,0.18585482616444451,0.004948609369736227,0.03416834447022565
34.003,0.0030402772493477617,0.00020886340841691413,-5.3517683885452116e-5,5.983638773409193e-5,-4.567094868536764e-6,4,0.19590136639871328,0.004844722836780155,0.03369632413331624
34.263,0.002619325202674229,0.0002050718660636567,-5.3248218134766586e-5,6.012824670420428e-5,-4.546197582963042e-6,4,0.21082175123331875,0.004737291547378314,0.03321995549606449
34.508,0.0021154812032568656,0.0002017549716457395,-5.298376034489077e-5,6.031126754698632e-5,-4.52615662127562e-6,4,0.22815916002326106,0.004638710671420004,0.03275456773346599
34.754,0.0016986558888665792,0.00019874809251992976,-5.2707490158763033e-5,6.038489443389829e-5,-4.50643080020534e-6,4,0.24507643649313376,0.0045421054529680045,0.03224722166754293
35.002,0.0015287594030445645,0.00019609822497263752,-5.241916145884708e-5,6.034872742609031e-5,-4.486351716779334e-6,4,0.2619994707611928,0.004448736437524895,0.03178523527841889
35.266,0.001633245795167529,0.00019367883225074933,-5.210152683390588e-5,6.0216100789704274e-5,-4.46274238696534e-6,4,0.2800606533973259,0.004355498461740626,0.03135148058879988
35.511,0.0018620862733131497,0.00019173596051411113,-5.1796022369435626e-5,6.004455573980237e-5,-4.436508199131018e-6,4,0.2950758602037441,0.004275921798179955,0.0309961800924614
35.757,0.002058345167617379,0.00019001952777292512,-5.14828747142114e-5,5.9868137123026106e-5,-4.405361192199893e-6,4,0.30798136470799925,0.004204879626831238,0.03068874467704157
36.003,0.0021360326579657157,0.00018842174668137133,-5.116104160135266e-5,5.971810682877594e-5,-4.3699732896230635e-6,4,0.3197155532815342,0.004142154774147604,0.030488564097718572
